id,name,phone,email,domain,address,city,zip,country
281,Skibox,450-843-0523,contact@skibox.com,Energy,69620 Sutteridge Center,Nantes,44000,France
282,Tagcat,872-110-0111,contact@tagcat.com,Consumer Services,39948 Crest Line Alley,Lille,59000,France
283,Dabvine,677-192-5477,contact@dabvine.com,n/a,582 Meadow Vale Court,Rennes,35000,France
284,Flipopia,357-391-0013,contact@flipopia.com,Finance,3031 Vahlen Parkway,Paris,75000,France
285,Jabbertype,507-187-5099,contact@jabbertype.com,n/a,78 Hollow Ridge Parkway,Rennes,35000,France
286,Fliptune,576-511-6260,contact@fliptune.com,n/a,3 Green Ridge Lane,Lille,59000,France
287,Wikido,375-769-6071,contact@wikido.com,Technology,946 Manley Court,Paris,75000,France
288,Aimbo,303-115-1706,contact@aimbo.com,n/a,14903 Stephen Avenue,Nantes,44000,France
289,Kaymbo,548-775-1797,contact@kaymbo.com,n/a,43 Lotheville Trail,Nantes,44000,France
290,Topicstorm,498-645-6780,contact@topicstorm.com,Finance,23 Spaight Crossing,Rennes,35000,France
291,Livepath,750-998-0820,contact@livepath.com,Technology,661 Blue Bill Park Plaza,Rennes,35000,France
292,Quinu,356-658-4959,contact@quinu.com,Basic Industries,7 Amoth Junction,Paris,75000,France
293,Yodoo,955-164-9792,contact@yodoo.com,Finance,12803 Melby Point,Nantes,44000,France
294,Avamba,554-599-9170,contact@avamba.com,Basic Industries,15910 Milwaukee Place,Paris,75000,France
295,Mynte,704-706-7633,contact@mynte.com,n/a,2 Trailsway Avenue,Rennes,35000,France
296,Npath,562-856-6779,contact@npath.com,Technology,5249 Sheridan Crossing,Paris,75000,France
297,Voolith,714-938-5439,contact@voolith.com,Consumer Non-Durables,168 Dennis Center,Rennes,35000,France
298,Shufflester,801-670-2952,contact@shufflester.com,Finance,27 Clemons Place,Rennes,35000,France
299,Mita,570-853-7768,contact@mita.com,Consumer Durables,64 Grim Crossing,Lille,59000,France
300,Lazzy,515-441-1934,contact@lazzy.com,Technology,3 Warrior Way,Nantes,44000,France
301,Jatri,190-587-9713,contact@jatri.com,Finance,817 Forest Dale Crossing,Lille,59000,France
302,Quatz,681-664-8415,contact@quatz.com,Consumer Non-Durables,70 Mayfield Plaza,Rennes,35000,France
303,Eimbee,282-486-4234,contact@eimbee.com,n/a,681 Rutledge Crossing,Rennes,35000,France
304,Babbleopia,228-192-3539,contact@babbleopia.com,Finance,2 Bunker Hill Plaza,Paris,75000,France
305,Brightbean,351-695-6591,contact@brightbean.com,n/a,6 Comanche Park,Lille,59000,France
306,Edgeclub,710-817-3248,contact@edgeclub.com,Basic Industries,1 Eagle Crest Place,Nantes,44000,France
307,Thoughtblab,353-826-1909,contact@thoughtblab.com,Public Utilities,12 Kennedy Park,Rennes,35000,France
308,Yadel,762-656-1222,contact@yadel.com,Capital Goods,09367 Butternut Park,Paris,75000,France
309,Edgeclub,210-137-1127,contact@edgeclub.com,n/a,8 Sundown Alley,Rennes,35000,France
310,Livetube,253-147-2476,contact@livetube.com,Health Care,74 Park Meadow Trail,Lille,59000,France
311,Buzzdog,843-963-1010,contact@buzzdog.com,Basic Industries,199 Thompson Parkway,Nantes,44000,France
312,Meeveo,786-582-0323,contact@meeveo.com,Finance,4097 Meadow Vale Avenue,Lille,59000,France
313,Quamba,802-383-2148,contact@quamba.com,Health Care,4973 Oak Avenue,Paris,75000,France
314,Yakitri,899-177-5262,contact@yakitri.com,n/a,36 Lawn Crossing,Paris,75000,France
315,Zoomdog,333-823-0571,contact@zoomdog.com,Finance,08 Hanover Road,Paris,75000,France
316,Jaxbean,778-998-3941,contact@jaxbean.com,Technology,20 Darwin Avenue,Rennes,35000,France
317,Gigabox,484-501-4411,contact@gigabox.com,Capital Goods,20 Waxwing Junction,Rennes,35000,France
318,Fadeo,628-641-5723,contact@fadeo.com,Finance,05 Lunder Crossing,Rennes,35000,France
319,Pixonyx,936-628-3402,contact@pixonyx.com,Technology,5549 Oak Place,Nantes,44000,France
320,Jetpulse,847-976-8695,contact@jetpulse.com,Health Care,21457 Pine View Parkway,Rennes,35000,France
321,Youspan,414-247-2804,contact@youspan.com,Finance,9988 Autumn Leaf Pass,Lille,59000,France
322,Skaboo,707-195-5529,contact@skaboo.com,Finance,1713 Redwing Place,Nantes,44000,France
323,Roomm,195-117-1915,contact@roomm.com,n/a,9845 Brown Circle,Nantes,44000,France
324,Mita,855-216-6242,contact@mita.com,Public Utilities,36494 Pepper Wood Road,Lille,59000,France
325,Realblab,557-926-4238,contact@realblab.com,Consumer Services,340 Talmadge Park,Lille,59000,France
326,Thoughtbridge,925-503-4688,contact@thoughtbridge.com,Health Care,2934 5th Circle,Nantes,44000,France
327,Blogspan,294-106-8617,contact@blogspan.com,n/a,69399 Anthes Road,Lille,59000,France
328,Topiclounge,691-116-0530,contact@topiclounge.com,Consumer Non-Durables,62 Packers Place,Nantes,44000,France
329,Jabbercube,344-350-1190,contact@jabbercube.com,n/a,96 Bayside Lane,Paris,75000,France
330,Mydo,136-837-4115,contact@mydo.com,n/a,1446 Nevada Road,Rennes,35000,France
331,Zoombox,947-579-7303,contact@zoombox.com,Basic Industries,81 Canary Lane,Lille,59000,France
332,Devpoint,423-974-7880,contact@devpoint.com,n/a,211 Crest Line Pass,Lille,59000,France
333,Trupe,206-710-7018,contact@trupe.com,Consumer Services,2 Eagle Crest Crossing,Lille,59000,France
334,Yombu,482-712-8734,contact@yombu.com,Health Care,74561 Pleasure Trail,Rennes,35000,France
335,Snaptags,471-142-2312,contact@snaptags.com,Consumer Services,7335 Ridgeview Place,Lille,59000,France
336,Yakitri,512-408-3268,contact@yakitri.com,Transportation,123 Oneill Lane,Rennes,35000,France
337,Zoomcast,586-424-1245,contact@zoomcast.com,n/a,8 New Castle Avenue,Paris,75000,France
338,Meevee,807-443-8962,contact@meevee.com,Energy,183 Village Green Lane,Rennes,35000,France
339,Thoughtsphere,656-771-4494,contact@thoughtsphere.com,Finance,012 Welch Circle,Nantes,44000,France
340,Geba,136-934-8788,contact@geba.com,Consumer Services,24495 Rutledge Avenue,Paris,75000,France
341,Riffpedia,787-175-2547,contact@riffpedia.com,Consumer Services,21 Milwaukee Court,Paris,75000,France
342,Zoomcast,830-246-1726,contact@zoomcast.com,Finance,34 Boyd Place,Lille,59000,France
343,Twitterworks,101-942-3024,contact@twitterworks.com,Finance,050 Schurz Court,Rennes,35000,France
344,Meezzy,764-408-5776,contact@meezzy.com,Consumer Durables,4 Thompson Hill,Rennes,35000,France
345,Wikizz,883-316-5707,contact@wikizz.com,Technology,7207 Commercial Hill,Rennes,35000,France
346,Thoughtstorm,705-921-0728,contact@thoughtstorm.com,Consumer Services,3803 Maryland Point,Nantes,44000,France
347,Divanoodle,710-186-1925,contact@divanoodle.com,Finance,76 Superior Plaza,Rennes,35000,France
348,Edgewire,323-716-9580,contact@edgewire.com,n/a,6591 Walton Alley,Nantes,44000,France
349,Kare,212-763-6639,contact@kare.com,Energy,3 Melrose Alley,Rennes,35000,France
350,Linklinks,220-792-7178,contact@linklinks.com,Consumer Services,310 Montana Street,Lille,59000,France
351,Quimm,901-506-3963,contact@quimm.com,n/a,91635 Farwell Plaza,Rennes,35000,France
352,Voomm,375-185-8108,contact@voomm.com,Health Care,0 Scoville Drive,Nantes,44000,France
353,Oyope,204-435-7233,contact@oyope.com,Health Care,53537 Springview Pass,Lille,59000,France
354,Pixonyx,114-538-7567,contact@pixonyx.com,Energy,2705 Blue Bill Park Street,Lille,59000,France
355,Zava,906-317-3603,contact@zava.com,Finance,350 Bonner Alley,Lille,59000,France
356,Chatterpoint,912-294-6505,contact@chatterpoint.com,Basic Industries,452 Troy Place,Rennes,35000,France
357,Browsecat,513-253-9103,contact@browsecat.com,Consumer Non-Durables,57899 Sunbrook Point,Nantes,44000,France
358,Edgewire,106-561-1346,contact@edgewire.com,Public Utilities,8413 Manitowish Trail,Nantes,44000,France
359,Tagfeed,211-474-0548,contact@tagfeed.com,Consumer Non-Durables,3 Monterey Hill,Rennes,35000,France
360,Mynte,730-888-2175,contact@mynte.com,n/a,96 Northfield Crossing,Rennes,35000,France
361,Feedfish,371-739-3140,contact@feedfish.com,n/a,76495 Manufacturers Parkway,Nantes,44000,France
362,Aibox,529-826-2424,contact@aibox.com,Consumer Services,155 Mandrake Crossing,Paris,75000,France
363,Eamia,382-859-1186,contact@eamia.com,Finance,042 Monterey Crossing,Nantes,44000,France
364,Eayo,799-150-8748,contact@eayo.com,Health Care,85 Crest Line Road,Paris,75000,France
365,Agimba,308-375-8092,contact@agimba.com,n/a,06839 Melby Hill,Lille,59000,France
366,Meejo,241-418-8667,contact@meejo.com,Public Utilities,2902 Northridge Lane,Paris,75000,France
367,Yotz,978-115-7355,contact@yotz.com,Technology,683 Elka Parkway,Lille,59000,France
368,Trupe,378-909-6760,contact@trupe.com,Health Care,36 Saint Paul Park,Rennes,35000,France
369,Mydeo,641-511-4763,contact@mydeo.com,Health Care,1 Westend Place,Rennes,35000,France
370,Trilith,134-631-6785,contact@trilith.com,Technology,0 Hollow Ridge Pass,Rennes,35000,France
371,Wikizz,250-983-0431,contact@wikizz.com,Consumer Services,07057 Anzinger Circle,Rennes,35000,France
372,Innotype,268-843-8138,contact@innotype.com,n/a,9 New Castle Place,Paris,75000,France
373,Zooveo,905-825-3656,contact@zooveo.com,Finance,12 Del Mar Pass,Lille,59000,France
374,Kwideo,486-113-6818,contact@kwideo.com,Finance,52 Namekagon Drive,Rennes,35000,France
375,Vidoo,786-140-6692,contact@vidoo.com,Public Utilities,9864 Doe Crossing Circle,Paris,75000,France
376,Lajo,234-253-1622,contact@lajo.com,Finance,52 Tony Point,Paris,75000,France
377,Quamba,489-274-6141,contact@quamba.com,Energy,042 Colorado Terrace,Lille,59000,France
378,Trilith,600-152-5162,contact@trilith.com,n/a,9 Graceland Way,Lille,59000,France
379,Zoozzy,530-851-0242,contact@zoozzy.com,n/a,71093 Kenwood Point,Nantes,44000,France
380,Oyonder,929-155-5098,contact@oyonder.com,Consumer Durables,2 Manitowish Alley,Rennes,35000,France
381,Skipstorm,421-363-5863,contact@skipstorm.com,n/a,1 Hoffman Center,Nantes,44000,France
382,Gabcube,100-437-8626,contact@gabcube.com,Miscellaneous,06 Helena Plaza,Rennes,35000,France
383,Oyondu,223-300-6843,contact@oyondu.com,Health Care,554 Briar Crest Avenue,Nantes,44000,France
384,Topicshots,285-876-2354,contact@topicshots.com,Finance,11275 Fallview Place,Lille,59000,France
385,Rhyzio,384-377-6859,contact@rhyzio.com,Health Care,2702 Cottonwood Way,Rennes,35000,France
386,Linkbuzz,391-846-8714,contact@linkbuzz.com,n/a,386 Doe Crossing Terrace,Paris,75000,France
387,Skinte,885-225-0897,contact@skinte.com,Public Utilities,4915 Loeprich Road,Nantes,44000,France
388,Podcat,630-976-4460,contact@podcat.com,Health Care,0 Old Shore Drive,Nantes,44000,France
389,Realpoint,746-224-4340,contact@realpoint.com,Finance,41417 Golf Place,Paris,75000,France
390,Twiyo,913-115-6919,contact@twiyo.com,Consumer Durables,831 Luster Trail,Paris,75000,France
391,BlogXS,249-645-2723,contact@blogxs.com,Consumer Services,0 Swallow Hill,Lille,59000,France
392,Oyoyo,414-221-6440,contact@oyoyo.com,Public Utilities,092 Nancy Place,Paris,75000,France
393,Skipstorm,442-296-9872,contact@skipstorm.com,Technology,962 Debs Drive,Nantes,44000,France
394,Kwideo,749-465-8306,contact@kwideo.com,Capital Goods,1270 Main Circle,Nantes,44000,France
395,Kimia,361-746-3762,contact@kimia.com,Technology,69162 Carey Terrace,Nantes,44000,France
396,Myworks,656-812-6248,contact@myworks.com,Consumer Services,0662 Cambridge Way,Paris,75000,France
397,Brainbox,468-743-3533,contact@brainbox.com,Technology,1 Rieder Crossing,Nantes,44000,France
398,Blognation,399-610-9543,contact@blognation.com,n/a,70575 Village Circle,Lille,59000,France
399,Fivebridge,331-585-2146,contact@fivebridge.com,n/a,7 Carpenter Court,Lille,59000,France
400,Ailane,625-873-1643,contact@ailane.com,Health Care,6503 Scoville Plaza,Lille,59000,France
401,Chatterpoint,641-558-5306,contact@chatterpoint.com,Basic Industries,20292 Dovetail Crossing,Paris,75000,France
402,Jabberstorm,983-822-4688,contact@jabberstorm.com,Consumer Services,157 Fairfield Pass,Rennes,35000,France
403,Topicblab,574-624-1175,contact@topicblab.com,Technology,56571 Forest Run Center,Paris,75000,France
404,Dynabox,629-271-2104,contact@dynabox.com,Consumer Services,89 Division Way,Nantes,44000,France
405,Skyba,853-382-8627,contact@skyba.com,Technology,052 Monument Hill,Rennes,35000,France
406,Thoughtworks,287-822-4034,contact@thoughtworks.com,Basic Industries,82 Homewood Center,Paris,75000,France
407,Skajo,825-645-2848,contact@skajo.com,n/a,7 Little Fleur Street,Paris,75000,France
408,Jaxnation,893-227-4996,contact@jaxnation.com,n/a,721 Tennessee Park,Nantes,44000,France
409,Skippad,646-143-9730,contact@skippad.com,Consumer Services,62 Duke Parkway,Nantes,44000,France
410,Mudo,193-303-5226,contact@mudo.com,n/a,88 Judy Point,Paris,75000,France
411,Ainyx,424-897-1107,contact@ainyx.com,n/a,96 Oak Alley,Paris,75000,France
412,Dabvine,670-915-5252,contact@dabvine.com,n/a,1160 Cody Alley,Lille,59000,France
413,Chatterbridge,680-308-6303,contact@chatterbridge.com,Transportation,15 Service Court,Rennes,35000,France
414,Zoomzone,159-106-8335,contact@zoomzone.com,Finance,9437 Ronald Regan Terrace,Paris,75000,France
415,Tagfeed,357-343-5613,contact@tagfeed.com,n/a,5 Kings Parkway,Lille,59000,France
416,Vipe,951-268-6852,contact@vipe.com,Technology,52 Briar Crest Trail,Lille,59000,France
417,Digitube,338-926-6898,contact@digitube.com,n/a,0302 Tony Pass,Nantes,44000,France
418,Eayo,581-688-0664,contact@eayo.com,Consumer Services,7 Paget Street,Nantes,44000,France
419,Buzzdog,318-972-5962,contact@buzzdog.com,n/a,91568 Old Shore Point,Nantes,44000,France
420,Flipstorm,712-272-2090,contact@flipstorm.com,Technology,41 Ridgeview Park,Lille,59000,France
421,Twimm,567-444-3568,contact@twimm.com,Basic Industries,6067 Emmet Way,Rennes,35000,France
422,Twitterlist,786-335-0863,contact@twitterlist.com,n/a,479 Carpenter Junction,Nantes,44000,France
423,Jetpulse,686-123-5813,contact@jetpulse.com,n/a,7 Arizona Alley,Lille,59000,France
424,Yakijo,887-289-6870,contact@yakijo.com,Consumer Services,5888 Evergreen Avenue,Lille,59000,France
425,Skinte,198-267-3308,contact@skinte.com,n/a,337 Fulton Road,Paris,75000,France
426,Meeveo,881-886-0501,contact@meeveo.com,n/a,77 Emmet Center,Lille,59000,France
427,Flashpoint,411-913-8600,contact@flashpoint.com,Consumer Non-Durables,076 Ridge Oak Alley,Paris,75000,France
428,Avamm,816-604-0048,contact@avamm.com,Consumer Services,5 Calypso Trail,Rennes,35000,France
429,Buzzbean,584-109-3482,contact@buzzbean.com,Technology,9 Brown Drive,Rennes,35000,France
430,Yombu,299-223-3991,contact@yombu.com,Capital Goods,0568 Rusk Court,Paris,75000,France
431,Jayo,435-630-2004,contact@jayo.com,Technology,42772 Cascade Street,Lille,59000,France
432,Muxo,964-546-6938,contact@muxo.com,Public Utilities,86 Oxford Circle,Paris,75000,France
433,Jaxspan,211-252-7593,contact@jaxspan.com,Capital Goods,8674 Schiller Center,Nantes,44000,France
434,Yozio,628-851-3578,contact@yozio.com,Consumer Services,10890 School Place,Lille,59000,France
435,Divanoodle,767-182-6247,contact@divanoodle.com,Consumer Services,9 Main Way,Nantes,44000,France
436,Voolith,850-430-0100,contact@voolith.com,Technology,18003 Kennedy Circle,Lille,59000,France
437,Photobug,611-738-0679,contact@photobug.com,Finance,717 Butterfield Plaza,Paris,75000,France
438,Meezzy,750-807-1986,contact@meezzy.com,n/a,8498 Rowland Way,Nantes,44000,France
439,Jabbersphere,697-757-3936,contact@jabbersphere.com,Miscellaneous,0652 Oakridge Way,Lille,59000,France
440,Aivee,881-119-6850,contact@aivee.com,Health Care,95 Truax Avenue,Paris,75000,France
441,Meeveo,548-485-7669,contact@meeveo.com,Basic Industries,2 Reindahl Crossing,Nantes,44000,France
442,Wikizz,848-920-5280,contact@wikizz.com,n/a,43162 Vermont Park,Nantes,44000,France
443,Browsezoom,315-172-6573,contact@browsezoom.com,Basic Industries,674 Elka Drive,Nantes,44000,France
444,Dabvine,865-620-3653,contact@dabvine.com,Consumer Services,4 Dayton Circle,Lille,59000,France
445,Blogtags,816-957-3863,contact@blogtags.com,Health Care,96 Nevada Alley,Nantes,44000,France
446,Aimbu,502-948-1298,contact@aimbu.com,n/a,9 Nova Alley,Lille,59000,France
447,Myworks,372-277-6294,contact@myworks.com,n/a,1 Sullivan Pass,Paris,75000,France
448,JumpXS,824-864-4894,contact@jumpxs.com,n/a,2959 Leroy Trail,Paris,75000,France
449,Demizz,931-758-7506,contact@demizz.com,n/a,666 Charing Cross Lane,Lille,59000,France
450,Skidoo,763-833-6021,contact@skidoo.com,Basic Industries,65 Lakewood Circle,Rennes,35000,France
451,Kimia,492-438-2639,contact@kimia.com,Transportation,650 Red Cloud Lane,Nantes,44000,France
452,Demivee,491-649-8978,contact@demivee.com,n/a,02 Scofield Crossing,Paris,75000,France
453,Geba,366-208-7791,contact@geba.com,Finance,1 Eliot Plaza,Rennes,35000,France
454,Voolia,503-451-1430,contact@voolia.com,Health Care,7939 Graceland Center,Nantes,44000,France
455,Bubblebox,856-223-4064,contact@bubblebox.com,Consumer Non-Durables,1836 Forest Dale Court,Rennes,35000,France
456,Jaloo,179-102-0393,contact@jaloo.com,Finance,84328 Havey Center,Rennes,35000,France
457,Gabtune,696-574-8836,contact@gabtune.com,n/a,9977 Helena Terrace,Rennes,35000,France
458,Tagchat,891-641-7010,contact@tagchat.com,n/a,5 Arapahoe Park,Paris,75000,France
459,Yacero,148-944-3002,contact@yacero.com,Health Care,55411 Canary Way,Lille,59000,France
460,Quire,575-459-6445,contact@quire.com,Technology,02 Ilene Court,Paris,75000,France
461,Kayveo,439-971-1026,contact@kayveo.com,Capital Goods,55 David Terrace,Rennes,35000,France
462,Layo,396-301-4790,contact@layo.com,Finance,03557 Maple Point,Paris,75000,France
463,Zooxo,379-946-9502,contact@zooxo.com,Miscellaneous,399 Stone Corner Parkway,Rennes,35000,France
464,Jamia,812-109-7030,contact@jamia.com,n/a,4539 Spaight Junction,Lille,59000,France
465,Twitterlist,145-360-8643,contact@twitterlist.com,Consumer Non-Durables,50398 Kipling Alley,Rennes,35000,France
466,Ntags,590-342-5619,contact@ntags.com,Finance,1 Kennedy Road,Paris,75000,France
467,Ailane,188-379-5432,contact@ailane.com,n/a,7 Kim Way,Paris,75000,France
468,Meembee,551-408-3693,contact@meembee.com,Public Utilities,07 Prairie Rose Trail,Lille,59000,France
469,Jetpulse,746-856-9741,contact@jetpulse.com,Miscellaneous,82 Tennessee Hill,Lille,59000,France
470,Meetz,339-262-9728,contact@meetz.com,Consumer Non-Durables,3200 Rieder Avenue,Rennes,35000,France
471,Photobug,146-109-3573,contact@photobug.com,n/a,26335 La Follette Trail,Nantes,44000,France
472,Livetube,451-644-1537,contact@livetube.com,Technology,2081 Main Drive,Rennes,35000,France
473,Realbuzz,410-225-6406,contact@realbuzz.com,Public Utilities,32 Iowa Court,Paris,75000,France
474,Trilia,920-874-9306,contact@trilia.com,n/a,06505 Canary Parkway,Rennes,35000,France
475,Rooxo,824-564-9206,contact@rooxo.com,n/a,0296 Artisan Park,Lille,59000,France
476,Quamba,968-949-2334,contact@quamba.com,Capital Goods,87916 Stuart Park,Rennes,35000,France
477,Wikivu,752-330-7579,contact@wikivu.com,Finance,6 Lindbergh Crossing,Paris,75000,France
478,Wikibox,867-650-2021,contact@wikibox.com,Consumer Non-Durables,1859 Laurel Terrace,Nantes,44000,France
479,Pixope,123-929-7720,contact@pixope.com,n/a,568 Burrows Crossing,Nantes,44000,France
480,Oyope,690-990-6502,contact@oyope.com,Energy,71668 Veith Crossing,Lille,59000,France
481,Ooba,898-544-1394,contact@ooba.com,Health Care,8418 Warner Junction,Lille,59000,France
482,Yombu,800-125-3438,contact@yombu.com,n/a,6 Fremont Park,Rennes,35000,France
483,Leenti,625-948-8762,contact@leenti.com,Health Care,4 Service Crossing,Rennes,35000,France
484,Lajo,526-700-5336,contact@lajo.com,Finance,742 La Follette Junction,Paris,75000,France
485,Twimbo,413-796-1671,contact@twimbo.com,Public Utilities,53 Sutherland Terrace,Paris,75000,France
486,Jabbersphere,174-187-3607,contact@jabbersphere.com,Basic Industries,1 Lunder Way,Paris,75000,France
487,Vipe,770-552-2367,contact@vipe.com,Health Care,8818 Parkside Alley,Rennes,35000,France
488,Jabbersphere,157-187-0872,contact@jabbersphere.com,Consumer Services,65861 Duke Road,Rennes,35000,France
489,Brightbean,528-123-5445,contact@brightbean.com,Consumer Non-Durables,8838 2nd Place,Nantes,44000,France
490,Cogidoo,410-169-8077,contact@cogidoo.com,Public Utilities,5 Jackson Alley,Nantes,44000,France
491,Oozz,129-393-0435,contact@oozz.com,Public Utilities,5 Wayridge Drive,Lille,59000,France
492,Brainverse,616-762-4612,contact@brainverse.com,n/a,626 Hermina Junction,Lille,59000,France
493,Zava,626-240-5648,contact@zava.com,n/a,39 Green Parkway,Paris,75000,France
494,Yakidoo,528-107-9379,contact@yakidoo.com,Finance,18586 Kennedy Parkway,Lille,59000,France
495,Tagfeed,816-971-9510,contact@tagfeed.com,Health Care,7 Straubel Hill,Lille,59000,France
496,Skyble,230-899-0733,contact@skyble.com,n/a,218 Nancy Parkway,Paris,75000,France
497,Tekfly,765-647-0469,contact@tekfly.com,Capital Goods,15 Spenser Parkway,Rennes,35000,France
498,Jatri,604-362-6447,contact@jatri.com,Finance,931 Harper Point,Rennes,35000,France
499,Fiveclub,700-431-5629,contact@fiveclub.com,Health Care,54779 Linden Point,Rennes,35000,France
500,Voolith,496-892-4108,contact@voolith.com,Consumer Services,79 Nelson Road,Nantes,44000,France
501,Fivebridge,414-562-8425,contact@fivebridge.com,Consumer Non-Durables,20 Hoepker Avenue,Paris,75000,France
502,Flipbug,670-248-3806,contact@flipbug.com,Basic Industries,852 Park Meadow Drive,Rennes,35000,France
503,Dynabox,317-136-3973,contact@dynabox.com,n/a,296 John Wall Crossing,Nantes,44000,France
504,Cogilith,890-848-0667,contact@cogilith.com,Health Care,81496 Carpenter Park,Nantes,44000,France
505,Zoombox,998-889-8870,contact@zoombox.com,Public Utilities,2 Union Center,Paris,75000,France
506,Twimbo,161-754-7320,contact@twimbo.com,Finance,18 Rowland Road,Paris,75000,France
507,Yambee,344-802-6039,contact@yambee.com,Health Care,007 Melrose Lane,Lille,59000,France
508,Flipbug,454-688-2302,contact@flipbug.com,Energy,59 Vermont Circle,Rennes,35000,France
509,Fivechat,872-895-9987,contact@fivechat.com,n/a,51987 Havey Avenue,Paris,75000,France
510,Gevee,125-476-1610,contact@gevee.com,Technology,4 Mitchell Plaza,Lille,59000,France
511,Kamba,178-813-2124,contact@kamba.com,Finance,39256 Arapahoe Court,Rennes,35000,France
512,Leexo,218-680-5553,contact@leexo.com,n/a,7 Almo Circle,Lille,59000,France
513,Dynabox,192-276-0022,contact@dynabox.com,Basic Industries,3663 Debs Road,Nantes,44000,France
514,Shufflester,892-502-4992,contact@shufflester.com,Miscellaneous,227 Arapahoe Pass,Nantes,44000,France
515,Kwimbee,578-246-3182,contact@kwimbee.com,Public Utilities,8 Old Gate Trail,Lille,59000,France
516,Oyoyo,131-605-1431,contact@oyoyo.com,n/a,37680 Carberry Alley,Paris,75000,France
517,Brainverse,454-964-1730,contact@brainverse.com,Consumer Services,51 Twin Pines Alley,Lille,59000,France
518,Brainlounge,503-181-5819,contact@brainlounge.com,Finance,4279 Dorton Street,Nantes,44000,France
519,Twinte,423-670-5315,contact@twinte.com,Consumer Non-Durables,260 Moose Lane,Lille,59000,France
520,Skynoodle,167-792-4360,contact@skynoodle.com,Consumer Services,08 Morningstar Pass,Lille,59000,France
521,Skivee,156-225-3468,contact@skivee.com,Finance,47 Crescent Oaks Hill,Paris,75000,France
522,Skyndu,248-318-1767,contact@skyndu.com,n/a,69893 Raven Road,Rennes,35000,France
523,Eayo,147-743-6734,contact@eayo.com,Transportation,050 Grayhawk Crossing,Nantes,44000,France
524,Devbug,923-836-3246,contact@devbug.com,Energy,39116 Bunker Hill Hill,Nantes,44000,France
525,Katz,607-761-6373,contact@katz.com,n/a,582 Stephen Hill,Paris,75000,France
526,Skaboo,104-391-5986,contact@skaboo.com,Finance,50576 Messerschmidt Point,Rennes,35000,France
527,Realpoint,102-915-9285,contact@realpoint.com,Finance,4391 Killdeer Circle,Nantes,44000,France
528,Quamba,208-914-0309,contact@quamba.com,Finance,7556 Dennis Pass,Rennes,35000,France
529,Browsetype,467-837-8114,contact@browsetype.com,Consumer Services,8170 Roxbury Park,Lille,59000,France
530,Kwideo,830-117-9564,contact@kwideo.com,Consumer Services,27 Merry Center,Lille,59000,France
531,Brainsphere,329-548-3343,contact@brainsphere.com,Capital Goods,733 David Alley,Rennes,35000,France
532,Skalith,319-998-8105,contact@skalith.com,Capital Goods,1 Del Mar Circle,Rennes,35000,France
533,Photobug,765-756-7292,contact@photobug.com,Public Utilities,29296 Truax Street,Rennes,35000,France
534,Oyoba,653-364-7560,contact@oyoba.com,Consumer Durables,69 Blaine Terrace,Nantes,44000,France
535,Avamba,613-829-0942,contact@avamba.com,Finance,012 Randy Drive,Paris,75000,France
536,Bluezoom,987-758-5020,contact@bluezoom.com,Technology,29 Southridge Lane,Rennes,35000,France
537,Gabvine,346-634-2261,contact@gabvine.com,Consumer Services,2 Shoshone Junction,Rennes,35000,France
538,Demivee,659-125-1220,contact@demivee.com,Public Utilities,414 Troy Center,Nantes,44000,France
539,Browsecat,931-123-0783,contact@browsecat.com,n/a,56134 Banding Way,Nantes,44000,France
540,Yozio,993-943-5983,contact@yozio.com,n/a,3439 Crest Line Street,Lille,59000,France
541,Wikivu,153-835-9215,contact@wikivu.com,Finance,0017 Cambridge Street,Paris,75000,France
542,Dabshots,106-187-6998,contact@dabshots.com,Energy,85 Southridge Way,Lille,59000,France
543,Shuffletag,357-158-7273,contact@shuffletag.com,Capital Goods,03590 Mesta Avenue,Rennes,35000,France
544,Thoughtbridge,517-395-4192,contact@thoughtbridge.com,Miscellaneous,8344 Hanson Drive,Lille,59000,France
545,Voomm,446-903-4749,contact@voomm.com,Consumer Services,4840 Hansons Parkway,Lille,59000,France
546,Vidoo,331-306-8896,contact@vidoo.com,n/a,9 Hanover Crossing,Nantes,44000,France
547,Avaveo,106-517-0994,contact@avaveo.com,Health Care,390 Maple Road,Lille,59000,France
548,Wordify,983-799-3510,contact@wordify.com,Transportation,9526 Forest Park,Paris,75000,France
549,Jabbertype,831-589-5216,contact@jabbertype.com,Consumer Services,5890 Hallows Trail,Lille,59000,France
550,Babbleset,567-195-5098,contact@babbleset.com,Technology,8 Scott Crossing,Rennes,35000,France
551,Photojam,790-315-9021,contact@photojam.com,Health Care,8 Mcguire Hill,Rennes,35000,France
552,Quire,964-607-4670,contact@quire.com,n/a,08138 Cody Crossing,Rennes,35000,France
553,Yamia,923-102-0990,contact@yamia.com,Finance,12 Westend Place,Paris,75000,France
554,Oozz,597-497-8667,contact@oozz.com,Consumer Services,923 Logan Point,Nantes,44000,France
555,Oyonder,264-576-7198,contact@oyonder.com,Basic Industries,0420 Oak Parkway,Rennes,35000,France
556,Ntag,111-691-7373,contact@ntag.com,Consumer Services,734 Burrows Point,Paris,75000,France
557,Flipstorm,956-118-8364,contact@flipstorm.com,Finance,4830 Forster Parkway,Paris,75000,France
558,Yambee,517-105-1326,contact@yambee.com,Finance,9103 Redwing Parkway,Paris,75000,France
